preds;Attrition_Flag;Customer_Age;Education_Level;Income_Category;Card_Category;Credit_Limit;Avg_Utilization_Ratio;Gender
Client desabonne;Client desabonne;52;High School;$60K - $80K;Blue;24287.0;0.069;M
Client desabonne;Client desabonne;42;Graduate;Less than $40K;Blue;1694.0;0.634;F
Client abonne;Client abonne;50;High School;Less than $40K;Blue;1457.0;0.0;F
Client desabonne;Client desabonne;45;High School;$40K - $60K;Silver;16928.0;0.09;M
Client desabonne;Client desabonne;37;High School;$40K - $60K;Blue;4297.0;0.0;M
Client desabonne;Client desabonne;42;Uneducated;$60K - $80K;Blue;8302.0;0.156;M
Client desabonne;Client desabonne;40;Graduate;$80K - $120K;Blue;27374.0;0.055;M
Client desabonne;Client desabonne;54;Doctorate;$60K - $80K;Blue;9110.0;0.0;M
Client desabonne;Client desabonne;42;Uneducated;Less than $40K;Blue;1539.0;0.0;F
Client desabonne;Client desabonne;39;Graduate;$40K - $60K;Blue;1947.0;0.596;F
Client desabonne;Client desabonne;54;College;Less than $40K;Blue;3062.0;0.6659999999999999;F
Client desabonne;Client desabonne;47;Post-Graduate;$40K - $60K;Blue;3114.0;0.34;F
Client desabonne;Client desabonne;54;Uneducated;$60K - $80K;Blue;14948.0;0.14400000000000002;M
Client desabonne;Client desabonne;46;College;Less than $40K;Blue;2503.0;0.948;F
Client desabonne;Client desabonne;38;High School;Less than $40K;Blue;1854.0;0.0;F
Client desabonne;Client desabonne;43;Graduate;Less than $40K;Blue;4092.0;0.152;F
Client desabonne;Client desabonne;62;Graduate;$60K - $80K;Blue;13284.0;0.046;M
Client desabonne;Client desabonne;59;Graduate;Less than $40K;Blue;4830.0;0.304;F
Client abonne;Client abonne;45;Graduate;Less than $40K;Blue;5911.0;0.155;F
Client desabonne;Client desabonne;43;Graduate;$60K - $80K;Blue;19188.0;0.0;M
Client desabonne;Client desabonne;50;Uneducated;Less than $40K;Blue;1438.3;0.524;F
Client desabonne;Client desabonne;31;High School;Less than $40K;Blue;3201.0;0.307;F
Client desabonne;Client desabonne;50;High School;$40K - $60K;Blue;1479.0;0.679;F
Client desabonne;Client desabonne;38;Graduate;Less than $40K;Blue;3144.0;0.705;F
Client desabonne;Client desabonne;58;College;$80K - $120K;Blue;1854.0;0.7979999999999999;M
Client desabonne;Client desabonne;47;Graduate;Less than $40K;Blue;3144.0;0.0;F
Client abonne;Client abonne;47;Graduate;$40K - $60K;Blue;4738.0;0.0;M
Client abonne;Client abonne;43;College;$120K +;Blue;34516.0;0.0;M
Client desabonne;Client desabonne;32;Uneducated;Less than $40K;Blue;2156.0;0.517;F
Client desabonne;Client desabonne;63;College;Less than $40K;Blue;1938.0;0.0;F
Client abonne;Client desabonne;61;Graduate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;48;High School;$60K - $80K;Gold;34516.0;0.055999999999999994;M
Client desabonne;Client desabonne;49;High School;$120K +;Blue;1438.3;0.736;M
Client abonne;Client abonne;49;Graduate;$80K - $120K;Blue;3261.0;0.0;M
Client desabonne;Client desabonne;35;Graduate;Less than $40K;Blue;2211.0;0.62;F
Client desabonne;Client desabonne;53;Doctorate;Less than $40K;Blue;2255.0;0.73;F
Client desabonne;Client desabonne;51;Uneducated;$80K - $120K;Blue;1507.0;0.638;M
Client desabonne;Client desabonne;43;Uneducated;Less than $40K;Blue;1736.0;0.872;F
Client desabonne;Client desabonne;51;College;$80K - $120K;Blue;1864.0;0.7659999999999999;M
Client desabonne;Client desabonne;43;High School;Less than $40K;Blue;6611.0;0.157;F
Client desabonne;Client abonne;49;Post-Graduate;$80K - $120K;Blue;13382.0;0.087;M
Client desabonne;Client desabonne;39;Graduate;Less than $40K;Blue;2650.0;0.621;F
Client abonne;Client abonne;37;Uneducated;$40K - $60K;Blue;1696.0;0.0;M
Client desabonne;Client desabonne;40;Graduate;Less than $40K;Blue;2628.0;0.674;F
Client desabonne;Client desabonne;52;High School;$80K - $120K;Blue;2650.0;0.396;M
Client desabonne;Client desabonne;58;College;Less than $40K;Blue;3331.0;0.6759999999999999;F
Client abonne;Client abonne;51;High School;$60K - $80K;Blue;4123.0;0.42700000000000005;M
Client abonne;Client abonne;57;Graduate;Less than $40K;Blue;3023.0;0.833;F
Client desabonne;Client desabonne;56;High School;Less than $40K;Blue;2238.0;0.5920000000000001;F
Client desabonne;Client desabonne;42;Post-Graduate;$60K - $80K;Blue;20803.0;0.084;M
Client abonne;Client abonne;48;Doctorate;$40K - $60K;Blue;2760.0;0.0;M
Client desabonne;Client desabonne;45;Doctorate;$80K - $120K;Blue;9086.0;0.138;M
Client desabonne;Client desabonne;55;Graduate;$80K - $120K;Blue;34516.0;0.05;M
Client desabonne;Client desabonne;43;Graduate;$80K - $120K;Blue;6548.0;0.19;M
Client desabonne;Client desabonne;35;Doctorate;$40K - $60K;Blue;1953.0;0.7959999999999999;F
Client abonne;Client abonne;44;Graduate;$80K - $120K;Blue;25256.0;0.038;M
Client desabonne;Client desabonne;42;High School;$120K +;Gold;34516.0;0.03;M
Client abonne;Client abonne;39;Graduate;Less than $40K;Blue;1876.0;0.8190000000000001;F
Client desabonne;Client desabonne;44;Graduate;$60K - $80K;Blue;16739.0;0.073;M
Client desabonne;Client desabonne;56;Graduate;Less than $40K;Blue;2463.0;0.6579999999999999;F
Client desabonne;Client desabonne;46;College;$80K - $120K;Silver;34516.0;0.037000000000000005;M
Client desabonne;Client desabonne;50;College;$60K - $80K;Blue;4743.0;0.35600000000000004;M
Client desabonne;Client desabonne;45;Uneducated;Less than $40K;Blue;2059.0;0.5429999999999999;F
Client desabonne;Client desabonne;39;Graduate;Less than $40K;Blue;6798.0;0.135;F
Client desabonne;Client desabonne;45;High School;Less than $40K;Blue;2766.0;0.718;M
Client abonne;Client desabonne;55;Graduate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;49;College;Less than $40K;Blue;3283.0;0.565;F
Client desabonne;Client desabonne;46;Graduate;Less than $40K;Blue;2470.0;0.794;F
Client desabonne;Client desabonne;42;Graduate;Less than $40K;Blue;4228.0;0.40399999999999997;F
Client abonne;Client abonne;59;Graduate;Less than $40K;Blue;2468.0;0.0;F
Client desabonne;Client abonne;49;Graduate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;47;Graduate;Less than $40K;Blue;3111.0;0.495;F
Client desabonne;Client desabonne;58;High School;Less than $40K;Blue;2799.0;0.547;F
Client desabonne;Client desabonne;48;College;Less than $40K;Blue;1912.0;0.608;F
Client desabonne;Client desabonne;46;College;$80K - $120K;Blue;18927.0;0.047;M
Client abonne;Client abonne;51;Graduate;Less than $40K;Blue;2016.0;0.196;F
Client abonne;Client abonne;56;Graduate;$80K - $120K;Blue;1438.3;0.0;M
Client desabonne;Client desabonne;50;High School;Less than $40K;Blue;1986.0;0.813;F
Client desabonne;Client desabonne;53;College;Less than $40K;Blue;2312.0;0.8640000000000001;F
Client desabonne;Client desabonne;46;Graduate;$40K - $60K;Blue;2644.0;0.804;F
Client desabonne;Client desabonne;39;Uneducated;Less than $40K;Blue;2062.0;0.631;F
Client desabonne;Client desabonne;50;Graduate;Less than $40K;Blue;3510.0;0.536;F
Client desabonne;Client desabonne;55;Graduate;$80K - $120K;Blue;15026.0;0.061;M
Client desabonne;Client desabonne;45;High School;$60K - $80K;Blue;2174.0;0.40299999999999997;M
Client desabonne;Client desabonne;42;College;$80K - $120K;Blue;29535.0;0.03;M
Client desabonne;Client desabonne;50;High School;Less than $40K;Blue;2974.0;0.703;F
Client desabonne;Client desabonne;51;Uneducated;Less than $40K;Blue;8148.0;0.086;F
Client desabonne;Client desabonne;48;Post-Graduate;Less than $40K;Blue;2646.0;0.7490000000000001;F
Client abonne;Client abonne;43;High School;$120K +;Blue;34516.0;0.043;M
Client desabonne;Client desabonne;37;High School;Less than $40K;Blue;1879.0;0.7909999999999999;F
Client desabonne;Client desabonne;45;High School;$80K - $120K;Blue;15913.0;0.107;M
Client desabonne;Client desabonne;44;High School;Less than $40K;Blue;8685.0;0.0;F
Client desabonne;Client desabonne;58;Post-Graduate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;42;Graduate;$40K - $60K;Blue;1711.0;0.0;M
Client desabonne;Client desabonne;61;High School;$40K - $60K;Blue;2572.0;0.7659999999999999;M
Client abonne;Client abonne;56;High School;$60K - $80K;Blue;4535.0;0.0;M
Client desabonne;Client desabonne;44;Graduate;$60K - $80K;Blue;5950.0;0.188;M
Client desabonne;Client desabonne;39;Graduate;$60K - $80K;Blue;4761.0;0.32799999999999996;M
Client desabonne;Client desabonne;44;College;$60K - $80K;Blue;19114.0;0.092;M
Client desabonne;Client desabonne;47;Graduate;$80K - $120K;Blue;13189.0;0.091;M
Client abonne;Client abonne;49;Post-Graduate;Less than $40K;Blue;1914.0;0.0;F
Client desabonne;Client desabonne;42;Graduate;$40K - $60K;Blue;2468.0;0.75;F
Client desabonne;Client desabonne;44;High School;$40K - $60K;Blue;3410.0;0.326;F
Client desabonne;Client desabonne;45;Uneducated;Less than $40K;Blue;2728.0;0.0;F
Client desabonne;Client desabonne;51;High School;$60K - $80K;Blue;7119.0;0.213;M
Client desabonne;Client desabonne;57;High School;Less than $40K;Blue;3532.0;0.24600000000000002;F
Client desabonne;Client desabonne;64;Graduate;Less than $40K;Blue;2294.0;0.69;F
Client desabonne;Client desabonne;37;Graduate;$80K - $120K;Blue;1663.0;0.0;M
Client abonne;Client abonne;53;Graduate;Less than $40K;Blue;1722.0;0.0;F
Client desabonne;Client desabonne;50;High School;Less than $40K;Blue;8708.0;0.114;F
Client desabonne;Client desabonne;45;Graduate;Less than $40K;Blue;2641.0;0.506;F
Client desabonne;Client desabonne;43;High School;$80K - $120K;Blue;34516.0;0.03;M
Client desabonne;Client desabonne;50;High School;Less than $40K;Blue;1513.0;0.0;F
Client abonne;Client abonne;42;College;$40K - $60K;Blue;10543.0;0.0;M
Client desabonne;Client desabonne;49;Graduate;$80K - $120K;Blue;17764.0;0.08199999999999999;M
Client desabonne;Client desabonne;50;Graduate;$40K - $60K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;49;College;$40K - $60K;Blue;6371.0;0.305;F
Client desabonne;Client desabonne;43;Graduate;$80K - $120K;Blue;19188.0;0.085;M
Client desabonne;Client desabonne;49;Graduate;$40K - $60K;Blue;2822.0;0.532;M
Client abonne;Client abonne;42;College;$40K - $60K;Blue;4139.0;0.0;F
Client desabonne;Client desabonne;42;College;$80K - $120K;Silver;34516.0;0.026000000000000002;M
Client desabonne;Client desabonne;43;Graduate;$120K +;Blue;4121.0;0.506;M
Client desabonne;Client desabonne;43;Uneducated;$60K - $80K;Blue;2621.0;0.228;M
Client desabonne;Client desabonne;47;High School;$60K - $80K;Blue;3394.0;0.0;M
Client desabonne;Client desabonne;56;Uneducated;$80K - $120K;Blue;17628.0;0.08;M
Client desabonne;Client desabonne;56;Doctorate;$80K - $120K;Blue;4480.0;0.55;M
Client desabonne;Client desabonne;44;Graduate;$60K - $80K;Blue;1682.0;0.5529999999999999;M
Client desabonne;Client desabonne;42;High School;Less than $40K;Blue;2758.0;0.731;F
Client desabonne;Client desabonne;49;High School;Less than $40K;Blue;1909.0;0.45399999999999996;F
Client desabonne;Client desabonne;48;High School;$80K - $120K;Blue;11332.0;0.145;M
Client desabonne;Client desabonne;44;Doctorate;$120K +;Blue;7567.0;0.33;M
Client abonne;Client abonne;42;Doctorate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;35;High School;Less than $40K;Blue;1918.0;0.469;F
Client desabonne;Client abonne;47;High School;$60K - $80K;Blue;18660.0;0.039;M
Client desabonne;Client desabonne;43;College;$120K +;Blue;14315.0;0.094;M
Client abonne;Client desabonne;42;Graduate;Less than $40K;Blue;1853.0;0.0;F
Client desabonne;Client desabonne;49;Doctorate;$40K - $60K;Blue;4951.0;0.40399999999999997;M
Client desabonne;Client desabonne;46;Uneducated;$120K +;Blue;34516.0;0.064;M
Client abonne;Client abonne;51;Graduate;Less than $40K;Blue;1757.0;0.188;F
Client desabonne;Client desabonne;47;Graduate;$60K - $80K;Blue;24033.0;0.025;M
Client desabonne;Client desabonne;47;High School;$60K - $80K;Blue;1943.0;0.851;M
Client abonne;Client abonne;40;Post-Graduate;$40K - $60K;Blue;3795.0;0.6629999999999999;F
Client desabonne;Client desabonne;43;Graduate;Less than $40K;Blue;4075.0;0.537;F
Client desabonne;Client abonne;48;Graduate;Less than $40K;Blue;3001.0;0.161;F
Client desabonne;Client desabonne;54;Graduate;Less than $40K;Blue;2077.0;0.787;F
Client desabonne;Client desabonne;41;Graduate;Less than $40K;Blue;2157.0;0.33399999999999996;F
Client desabonne;Client desabonne;33;Doctorate;$120K +;Blue;14914.0;0.07400000000000001;M
Client desabonne;Client desabonne;47;High School;Less than $40K;Blue;1580.0;0.392;F
Client desabonne;Client desabonne;46;College;$60K - $80K;Blue;15483.0;0.111;M
Client abonne;Client abonne;44;Doctorate;Less than $40K;Blue;1916.0;0.0;F
Client abonne;Client abonne;51;Graduate;$80K - $120K;Blue;3610.0;0.43;M
Client desabonne;Client desabonne;48;Graduate;Less than $40K;Blue;1667.0;0.0;F
Client desabonne;Client desabonne;51;High School;Less than $40K;Blue;1438.3;0.0;F
Client abonne;Client abonne;48;Graduate;Less than $40K;Blue;1942.0;0.44299999999999995;F
Client desabonne;Client desabonne;35;Graduate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;51;Graduate;Less than $40K;Blue;4402.0;0.158;F
Client desabonne;Client desabonne;50;High School;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;31;Post-Graduate;Less than $40K;Blue;2766.0;0.626;F
Client desabonne;Client desabonne;42;Graduate;$60K - $80K;Silver;25293.0;0.045;M
Client desabonne;Client desabonne;45;High School;$40K - $60K;Blue;4034.0;0.46299999999999997;F
Client desabonne;Client desabonne;53;Uneducated;$120K +;Blue;26129.0;0.067;M
Client desabonne;Client abonne;51;High School;$80K - $120K;Blue;14902.0;0.0;M
Client desabonne;Client desabonne;38;Uneducated;$40K - $60K;Blue;12228.0;0.175;F
Client desabonne;Client desabonne;55;Graduate;Less than $40K;Blue;1724.0;0.0;F
Client desabonne;Client abonne;47;Graduate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;38;Graduate;$80K - $120K;Blue;16665.0;0.069;M
Client abonne;Client abonne;52;Uneducated;$120K +;Blue;20974.0;0.0;M
Client desabonne;Client desabonne;42;High School;Less than $40K;Blue;2069.0;0.623;F
Client abonne;Client abonne;35;College;Less than $40K;Blue;2231.0;0.8029999999999999;F
Client desabonne;Client desabonne;48;College;Less than $40K;Blue;2544.0;0.0;F
Client desabonne;Client desabonne;41;High School;$120K +;Blue;34516.0;0.0;M
Client desabonne;Client desabonne;54;Graduate;$80K - $120K;Blue;22437.0;0.062;M
Client abonne;Client abonne;53;College;Less than $40K;Blue;3573.0;0.0;F
Client desabonne;Client desabonne;51;Graduate;$60K - $80K;Blue;1959.0;0.0;M
Client desabonne;Client desabonne;59;Graduate;Less than $40K;Blue;1661.0;0.0;F
Client desabonne;Client desabonne;65;College;$40K - $60K;Blue;3009.0;0.24;F
Client desabonne;Client desabonne;47;High School;$40K - $60K;Silver;18535.0;0.064;M
Client desabonne;Client desabonne;42;High School;Less than $40K;Blue;2171.0;0.652;M
Client desabonne;Client desabonne;51;Uneducated;Less than $40K;Blue;2882.0;0.0;F
Client desabonne;Client desabonne;50;Graduate;Less than $40K;Blue;3277.0;0.757;F
Client desabonne;Client desabonne;57;Graduate;$40K - $60K;Blue;3301.0;0.762;F
Client desabonne;Client desabonne;48;Post-Graduate;$60K - $80K;Blue;12391.0;0.063;M
Client desabonne;Client desabonne;47;Doctorate;Less than $40K;Blue;2168.0;0.685;F
Client desabonne;Client desabonne;37;High School;$60K - $80K;Blue;3433.0;0.281;M
Client abonne;Client abonne;63;Graduate;$60K - $80K;Blue;11619.0;0.0;M
Client desabonne;Client desabonne;62;High School;Less than $40K;Blue;3989.0;0.0;F
Client desabonne;Client desabonne;50;Graduate;Less than $40K;Blue;2393.0;0.626;F
Client abonne;Client abonne;39;Graduate;Less than $40K;Blue;1677.0;0.0;F
Client desabonne;Client desabonne;40;Uneducated;Less than $40K;Blue;2035.0;0.0;F
Client desabonne;Client desabonne;39;College;$120K +;Blue;8842.0;0.0;M
Client desabonne;Client desabonne;65;Graduate;$40K - $60K;Blue;13921.0;0.086;M
Client abonne;Client abonne;32;Graduate;Less than $40K;Blue;2761.0;0.0;F
Client desabonne;Client desabonne;47;Post-Graduate;$40K - $60K;Blue;2623.0;0.628;F
Client abonne;Client abonne;48;Graduate;$60K - $80K;Blue;19075.0;0.0;M
Client desabonne;Client desabonne;45;College;$80K - $120K;Blue;31978.0;0.052000000000000005;M
Client desabonne;Client desabonne;62;Graduate;$120K +;Blue;34516.0;0.06;M
Client abonne;Client abonne;41;Graduate;$40K - $60K;Blue;10360.0;0.243;F
Client desabonne;Client desabonne;50;High School;$120K +;Blue;10747.0;0.096;M
Client desabonne;Client desabonne;46;Uneducated;$60K - $80K;Blue;3135.0;0.0;M
Client desabonne;Client desabonne;42;Uneducated;Less than $40K;Blue;1438.3;0.598;F
Client desabonne;Client desabonne;65;Uneducated;Less than $40K;Blue;8963.0;0.0;M
Client abonne;Client abonne;55;Uneducated;$60K - $80K;Blue;1723.0;0.0;M
Client desabonne;Client desabonne;46;Graduate;Less than $40K;Blue;3901.0;0.257;F
Client desabonne;Client desabonne;58;Doctorate;Less than $40K;Blue;1438.3;0.557;F
Client desabonne;Client desabonne;42;Uneducated;Less than $40K;Blue;3131.0;0.271;F
Client desabonne;Client desabonne;38;Graduate;$40K - $60K;Blue;2331.0;0.733;F
Client desabonne;Client desabonne;29;Uneducated;Less than $40K;Blue;1895.0;0.605;F
Client abonne;Client abonne;55;Graduate;Less than $40K;Blue;1583.0;0.14800000000000002;F
Client desabonne;Client desabonne;57;High School;Less than $40K;Blue;1438.3;0.629;F
Client desabonne;Client desabonne;45;Graduate;Less than $40K;Blue;2072.0;0.745;F
Client desabonne;Client desabonne;47;Doctorate;Less than $40K;Blue;2707.0;0.505;F
Client desabonne;Client desabonne;43;High School;Less than $40K;Silver;13608.0;0.087;F
Client desabonne;Client desabonne;64;High School;Less than $40K;Blue;2609.0;0.42700000000000005;F
Client desabonne;Client desabonne;52;Graduate;Less than $40K;Blue;8431.0;0.221;F
Client desabonne;Client desabonne;61;High School;$60K - $80K;Blue;5852.0;0.331;M
Client desabonne;Client desabonne;40;Uneducated;Less than $40K;Blue;3140.0;0.695;F
Client desabonne;Client desabonne;45;Graduate;Less than $40K;Blue;8694.0;0.111;F
Client desabonne;Client desabonne;43;Graduate;Less than $40K;Blue;3589.0;0.504;F
Client desabonne;Client desabonne;39;High School;$40K - $60K;Blue;2751.0;0.821;F
Client desabonne;Client desabonne;40;High School;$40K - $60K;Blue;11557.0;0.091;M
Client abonne;Client abonne;51;Graduate;$40K - $60K;Blue;1495.0;0.0;F
Client desabonne;Client desabonne;38;Graduate;$120K +;Blue;9703.0;0.09699999999999999;M
Client desabonne;Client desabonne;53;Post-Graduate;$80K - $120K;Blue;9106.0;0.107;M
Client abonne;Client abonne;40;Uneducated;Less than $40K;Blue;2694.0;0.0;F
Client desabonne;Client desabonne;45;Graduate;$60K - $80K;Blue;19629.0;0.0;M
Client desabonne;Client desabonne;41;Graduate;$40K - $60K;Blue;6507.0;0.223;M
Client desabonne;Client desabonne;44;College;Less than $40K;Blue;2096.0;0.816;F
Client desabonne;Client desabonne;39;Graduate;$40K - $60K;Blue;11314.0;0.0;F
Client desabonne;Client desabonne;50;Uneducated;Less than $40K;Blue;1837.0;0.36200000000000004;F
Client abonne;Client abonne;44;Graduate;Less than $40K;Blue;1984.0;0.0;F
Client desabonne;Client desabonne;56;Post-Graduate;Less than $40K;Blue;2535.0;0.67;F
Client desabonne;Client desabonne;63;Uneducated;$40K - $60K;Blue;1970.0;0.621;M
Client desabonne;Client desabonne;40;Graduate;Less than $40K;Blue;2694.0;0.68;F
Client desabonne;Client abonne;53;Uneducated;$40K - $60K;Blue;1699.0;0.0;F
Client desabonne;Client desabonne;44;Uneducated;Less than $40K;Blue;1953.0;0.902;F
Client desabonne;Client desabonne;41;Graduate;$120K +;Blue;34516.0;0.024;M
Client desabonne;Client desabonne;45;High School;Less than $40K;Blue;5486.0;0.125;F
Client desabonne;Client desabonne;40;Post-Graduate;Less than $40K;Blue;2107.0;0.447;F
Client desabonne;Client desabonne;49;High School;Less than $40K;Blue;2976.0;0.758;F
Client desabonne;Client desabonne;47;Graduate;$80K - $120K;Blue;16741.0;0.073;M
Client desabonne;Client desabonne;42;Graduate;Less than $40K;Blue;3714.0;0.6779999999999999;F
Client desabonne;Client abonne;41;Graduate;Less than $40K;Blue;6936.0;0.0;F
Client abonne;Client desabonne;43;High School;$120K +;Blue;11099.0;0.0;M
Client desabonne;Client desabonne;40;Graduate;Less than $40K;Gold;15987.0;0.12300000000000001;F
Client desabonne;Client desabonne;43;High School;$120K +;Silver;34516.0;0.033;M
Client abonne;Client abonne;46;Uneducated;$40K - $60K;Blue;7195.0;0.0;F
Client desabonne;Client desabonne;41;Doctorate;Less than $40K;Blue;1956.0;0.5379999999999999;F
Client desabonne;Client desabonne;38;Post-Graduate;Less than $40K;Blue;3317.0;0.759;F
Client desabonne;Client desabonne;35;Uneducated;Less than $40K;Blue;2942.0;0.7140000000000001;F
Client desabonne;Client desabonne;49;Graduate;Less than $40K;Blue;5095.0;0.0;F
Client desabonne;Client desabonne;48;High School;$80K - $120K;Blue;10111.0;0.086;M
Client desabonne;Client abonne;50;Graduate;Less than $40K;Blue;3201.0;0.7859999999999999;F
Client desabonne;Client desabonne;37;Graduate;$40K - $60K;Blue;5987.0;0.235;M
Client desabonne;Client desabonne;51;Graduate;$120K +;Blue;18733.0;0.069;M
Client desabonne;Client desabonne;36;Graduate;$40K - $60K;Blue;2265.0;0.594;F
Client desabonne;Client abonne;59;Doctorate;Less than $40K;Blue;2302.0;0.0;F
Client desabonne;Client desabonne;50;High School;Less than $40K;Blue;2055.0;0.621;F
Client desabonne;Client desabonne;39;Post-Graduate;$40K - $60K;Blue;2147.0;0.359;F
Client abonne;Client abonne;43;College;$80K - $120K;Blue;2900.0;0.868;M
Client desabonne;Client desabonne;41;Graduate;Less than $40K;Blue;2670.0;0.779;F
Client desabonne;Client desabonne;54;College;$40K - $60K;Blue;2254.0;0.23600000000000002;F
Client desabonne;Client desabonne;55;Graduate;Less than $40K;Blue;1438.3;0.514;F
Client abonne;Client abonne;41;Graduate;$40K - $60K;Blue;5655.0;0.204;F
Client desabonne;Client desabonne;51;High School;Less than $40K;Blue;3961.0;0.43700000000000006;F
Client abonne;Client abonne;52;Uneducated;$80K - $120K;Blue;11606.0;0.0;M
Client desabonne;Client desabonne;50;Uneducated;$60K - $80K;Blue;4388.0;0.146;M
Client desabonne;Client desabonne;43;Graduate;$60K - $80K;Blue;19826.0;0.07;M
Client desabonne;Client desabonne;34;Graduate;$40K - $60K;Blue;2173.0;0.0;F
Client abonne;Client abonne;49;Graduate;Less than $40K;Blue;1757.0;0.0;F
Client desabonne;Client desabonne;54;Graduate;$80K - $120K;Blue;3164.0;0.696;M
Client desabonne;Client desabonne;44;Graduate;Less than $40K;Blue;6022.0;0.145;F
Client abonne;Client abonne;46;College;Less than $40K;Blue;1804.0;0.0;F
Client abonne;Client desabonne;53;Uneducated;$120K +;Blue;22664.0;0.0;M
Client desabonne;Client desabonne;39;Graduate;$60K - $80K;Blue;2527.0;0.872;M
Client abonne;Client abonne;49;Doctorate;Less than $40K;Blue;3547.0;0.71;F
Client desabonne;Client desabonne;52;College;Less than $40K;Blue;1438.3;0.42;F
Client desabonne;Client desabonne;49;College;Less than $40K;Blue;2154.0;0.6920000000000001;F
Client desabonne;Client desabonne;59;Uneducated;$60K - $80K;Blue;4906.0;0.265;M
Client desabonne;Client desabonne;45;Graduate;Less than $40K;Blue;4753.0;0.0;F
Client abonne;Client abonne;44;Graduate;Less than $40K;Blue;1880.0;0.0;F
Client desabonne;Client desabonne;64;College;Less than $40K;Silver;12155.0;0.0;M
Client desabonne;Client desabonne;49;Graduate;$40K - $60K;Blue;2721.0;0.561;F
Client desabonne;Client desabonne;51;Graduate;Less than $40K;Blue;6160.0;0.36700000000000005;F
Client desabonne;Client desabonne;41;Graduate;Less than $40K;Blue;2069.0;0.6729999999999999;F
Client desabonne;Client desabonne;41;High School;$80K - $120K;Blue;28422.0;0.044000000000000004;M
Client desabonne;Client desabonne;39;Uneducated;$80K - $120K;Blue;1438.3;0.0;M
Client desabonne;Client desabonne;41;Graduate;Less than $40K;Blue;1438.3;0.0;M
Client abonne;Client abonne;44;Graduate;Less than $40K;Blue;1491.0;0.0;F
Client desabonne;Client desabonne;61;Doctorate;$60K - $80K;Blue;4783.0;0.526;M
Client desabonne;Client desabonne;48;High School;Less than $40K;Blue;4361.0;0.185;F
Client desabonne;Client desabonne;50;High School;$80K - $120K;Blue;16388.0;0.122;M
Client desabonne;Client abonne;30;Graduate;Less than $40K;Blue;2905.0;0.866;F
Client desabonne;Client desabonne;41;Uneducated;$80K - $120K;Blue;2404.0;0.785;M
Client desabonne;Client abonne;55;High School;Less than $40K;Blue;1477.0;0.0;F
Client abonne;Client abonne;43;Post-Graduate;Less than $40K;Blue;3556.0;0.708;F
Client desabonne;Client desabonne;48;Graduate;$60K - $80K;Blue;5649.0;0.132;M
Client desabonne;Client desabonne;47;High School;Less than $40K;Blue;6524.0;0.305;F
Client desabonne;Client desabonne;47;College;Less than $40K;Blue;2633.0;0.731;F
Client desabonne;Client desabonne;51;Graduate;$80K - $120K;Blue;7693.0;0.0;M
Client desabonne;Client desabonne;53;College;Less than $40K;Blue;2482.0;0.369;F
Client desabonne;Client desabonne;47;High School;Less than $40K;Blue;3035.0;0.0;F
Client desabonne;Client desabonne;51;Graduate;$120K +;Blue;26308.0;0.0;M
Client desabonne;Client desabonne;49;College;$60K - $80K;Blue;6205.0;0.36;M
Client desabonne;Client desabonne;35;Uneducated;Less than $40K;Blue;2624.0;0.556;F
Client abonne;Client abonne;40;Graduate;Less than $40K;Blue;1479.0;0.31;F
Client desabonne;Client desabonne;44;College;$60K - $80K;Blue;4489.0;0.0;M
Client desabonne;Client abonne;46;Uneducated;$60K - $80K;Blue;15060.0;0.0;M
Client desabonne;Client desabonne;43;High School;$40K - $60K;Blue;1616.0;0.0;M
Client desabonne;Client desabonne;64;Graduate;Less than $40K;Blue;6723.0;0.14400000000000002;F
Client desabonne;Client desabonne;42;Uneducated;Less than $40K;Blue;2756.0;0.693;F
Client abonne;Client abonne;50;High School;Less than $40K;Blue;2897.0;0.52;F
Client desabonne;Client desabonne;52;Uneducated;Less than $40K;Blue;5456.0;0.0;F
Client abonne;Client desabonne;46;Graduate;$40K - $60K;Blue;3569.0;0.0;F
Client desabonne;Client desabonne;39;College;$80K - $120K;Blue;34198.0;0.053;M
Client desabonne;Client desabonne;44;Graduate;$80K - $120K;Blue;34516.0;0.038;M
Client desabonne;Client desabonne;57;College;$40K - $60K;Blue;2817.0;0.662;F
Client desabonne;Client desabonne;53;Uneducated;Less than $40K;Blue;2126.0;0.591;F
Client desabonne;Client desabonne;43;Uneducated;Less than $40K;Blue;2573.0;0.637;F
Client desabonne;Client desabonne;48;College;Less than $40K;Blue;4006.0;0.41100000000000003;F
Client abonne;Client abonne;47;Graduate;$80K - $120K;Blue;4586.0;0.0;M
Client desabonne;Client desabonne;50;College;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client abonne;47;College;Less than $40K;Blue;5667.0;0.444;F
